	tissue_id	sex	group
GTEX-132NY-1026-SM-5P9IY	Thyroid	male	train
GTEX-132QS-0326-SM-5IJFN	Thyroid	male	train
GTEX-1399R-0126-SM-5IFEV	Thyroid	male	train
GTEX-1399T-0126-SM-5KM15	Thyroid	male	train
GTEX-139T6-0326-SM-5J2LY	Thyroid	male	train
GTEX-139TS-0126-SM-5K7XJ	Thyroid	male	test
GTEX-139UW-0126-SM-5KM1B	Thyroid	male	test
GTEX-139YR-1226-SM-5IFEU	Thyroid	male	test
GTEX-13FHO-0926-SM-5N9EW	Thyroid	male	test
GTEX-13FHP-0926-SM-5L3EC	Thyroid	male	test
GTEX-13FLV-0226-SM-5J2OF	Thyroid	male	test
GTEX-13FLW-0326-SM-5J2M4	Thyroid	male	test
GTEX-13FTW-0626-SM-5IFEX	Thyroid	male	test
GTEX-13FXS-0726-SM-5LZXJ	Thyroid	male	test
GTEX-13G51-1226-SM-5K7Z3	Thyroid	male	test
GTEX-1122O-0126-SM-5GICA	Lung	female	female_test
GTEX-1128S-0726-SM-5N9D6	Lung	female	female_test
GTEX-11DXX-0626-SM-5Q5AG	Lung	female	female_test
GTEX-11EMC-0126-SM-5EGKV	Lung	female	train
GTEX-11GSP-0726-SM-5986L	Lung	female	train
GTEX-11I78-0126-SM-5HL6F	Lung	female	train
GTEX-11P81-0226-SM-5HL5M	Lung	female	train
GTEX-11ZTS-1226-SM-5EQMQ	Lung	female	train
GTEX-11ZTT-0626-SM-5EQLM	Lung	female	train
GTEX-11ZVC-0226-SM-731E8	Lung	female	train
GTEX-1211K-0826-SM-5FQUP	Lung	female	train
GTEX-1269C-0926-SM-5FQSR	Lung	female	train
GTEX-12WSD-0826-SM-5GCNE	Lung	female	train
GTEX-12WSJ-0226-SM-5GCP7	Lung	female	train
GTEX-12WSK-0826-SM-5CVNP	Lung	female	train
GTEX-1313W-0926-SM-5EQ56	Lung	female	train
GTEX-131XW-1126-SM-5EGK4	Lung	female	train
GTEX-131YS-0926-SM-5IJB9	Lung	female	train
GTEX-133LE-0526-SM-5N9EJ	Lung	female	train
GTEX-1399S-1726-SM-5L3DI	Lung	female	train
GTEX-1399U-0826-SM-5KM1P	Lung	female	train
GTEX-13CF3-0426-SM-5IJEU	Lung	female	train
GTEX-13D11-0326-SM-5LZXX	Lung	female	train
GTEX-13FH7-1726-SM-5IJE7	Lung	female	train
GTEX-13FTX-0326-SM-5J2NG	Lung	female	train
GTEX-13FTY-0126-SM-5J2NZ	Lung	female	train
GTEX-13JUV-0526-SM-5K7XE	Lung	female	train
GTEX-13N11-0326-SM-5LUA3	Lung	female	train
GTEX-13NZ8-0326-SM-5L3DF	Lung	female	train
GTEX-13O3O-0726-SM-5J1N7	Lung	female	train
GTEX-13OVJ-0726-SM-5KM1W	Lung	female	train
GTEX-13PL7-1726-SM-5J2NX	Lung	female	train
GTEX-13QBU-0726-SM-5J2OA	Lung	female	train
GTEX-13QJC-0526-SM-5RQKB	Lung	female	train
GTEX-13S7M-2126-SM-5S2QR	Lung	female	train
GTEX-13U4I-1426-SM-5J2M3	Lung	female	train
GTEX-13VXT-1426-SM-5LU4B	Lung	female	train
GTEX-13W3W-0326-SM-731DS	Lung	female	train
GTEX-13X6K-1626-SM-7EWCX	Lung	female	train
GTEX-145LS-1226-SM-5Q5D9	Lung	female	train
GTEX-145ME-0226-SM-5S2QN	Lung	female	train
GTEX-146FH-1226-SM-5NQB6	Lung	female	train
GTEX-147F3-0726-SM-5NQ9U	Lung	female	train
GTEX-148VI-0226-SM-5RQKA	Lung	female	train
GTEX-14AS3-0926-SM-5TDD6	Lung	female	train
GTEX-14BMU-0526-SM-73KW4	Lung	female	train
GTEX-14DAQ-0926-SM-793AZ	Lung	female	train
GTEX-14JG6-0326-SM-6AJBT	Lung	female	train
GTEX-14LLW-0726-SM-5ZZVV	Lung	female	train
GTEX-14LZ3-0726-SM-5YYAB	Lung	female	train
GTEX-14PHY-0526-SM-664NM	Lung	female	train
GTEX-14PJ5-0226-SM-5YY99	Lung	female	train
GTEX-14PJM-0926-SM-6AJ9Y	Lung	female	train
GTEX-14PK6-0326-SM-6AJ9S	Lung	female	test
GTEX-14PQA-1126-SM-7KUM4	Lung	female	test
GTEX-14XAO-0526-SM-6AJB7	Lung	female	test
GTEX-15CHC-0226-SM-5YYBB	Lung	female	test
GTEX-15ER7-0926-SM-7KUMG	Lung	female	test
GTEX-15FZZ-0326-SM-6M48O	Lung	female	test
GTEX-15SB6-0426-SM-6LPJ5	Lung	female	test
GTEX-16MT8-1026-SM-6LPK1	Lung	female	test
GTEX-16NGA-0226-SM-718AI	Lung	female	test
GTEX-17F98-0226-SM-793BV	Lung	female	test
GTEX-111CU-0326-SM-5GZXO	Lung	male	train
GTEX-111FC-1126-SM-5GZWU	Lung	male	train
GTEX-111VG-0726-SM-5GIDC	Lung	male	train
GTEX-111YS-0626-SM-5GZXV	Lung	male	train
GTEX-117YW-0526-SM-5H11C	Lung	male	train
GTEX-117YX-1326-SM-5H125	Lung	male	train
GTEX-11DXZ-0726-SM-5N9C4	Lung	male	train
GTEX-11DZ1-0426-SM-5H11A	Lung	male	train
GTEX-11EI6-0826-SM-5985V	Lung	male	train
GTEX-11EQ9-0226-SM-5A5JX	Lung	male	train
GTEX-11LCK-0426-SM-5A5M8	Lung	male	train
GTEX-11NSD-0326-SM-5A5LS	Lung	male	train
GTEX-11NUK-0826-SM-5HL4U	Lung	male	train
GTEX-11NV4-1126-SM-5HL6J	Lung	male	train
GTEX-11O72-1326-SM-5BC5A	Lung	male	train
GTEX-11OF3-1126-SM-5986C	Lung	male	train
GTEX-11P7K-0326-SM-59871	Lung	male	train
GTEX-11PRG-0926-SM-5EGI8	Lung	male	train
GTEX-11TT1-1626-SM-5EQL7	Lung	male	train
GTEX-11TUW-0526-SM-5LU9A	Lung	male	train
GTEX-11UD2-0726-SM-5EQ69	Lung	male	train
GTEX-11WQC-0626-SM-5EQMF	Lung	male	train
GTEX-11WQK-1226-SM-5GU5Z	Lung	male	train
GTEX-11ZUS-0126-SM-5EQM5	Lung	male	train
GTEX-1212Z-1026-SM-5EGJ8	Lung	male	train
GTEX-12584-1426-SM-5EGJ9	Lung	male	train
GTEX-12696-1026-SM-5FQUV	Lung	male	train
GTEX-12BJ1-1026-SM-5EGJA	Lung	male	train
GTEX-12KS4-0726-SM-5FQSX	Lung	male	train
GTEX-12WSA-1026-SM-5EGHN	Lung	male	train
GTEX-12WSE-0826-SM-5S2VL	Lung	male	train
GTEX-12WSH-0126-SM-5GCO3	Lung	male	train
GTEX-12WSI-0826-SM-5EGKD	Lung	male	train
GTEX-12WSL-1026-SM-5CVNJ	Lung	male	train
GTEX-12ZZW-0926-SM-5LZUD	Lung	male	train
GTEX-12ZZY-0926-SM-5EQ6I	Lung	male	train
GTEX-13111-0426-SM-5DUXR	Lung	male	train
GTEX-131XE-0726-SM-5HL9K	Lung	male	train
GTEX-131XF-1026-SM-5BC6A	Lung	male	train
GTEX-131XH-0426-SM-5DUWU	Lung	male	train
GTEX-132NY-1226-SM-5PNVF	Lung	male	train
GTEX-132QS-0726-SM-5IJE9	Lung	male	train
GTEX-1339X-0626-SM-5IJER	Lung	male	train
GTEX-139T6-0426-SM-5IJEM	Lung	male	train
GTEX-139TT-0726-SM-5K7XW	Lung	male	train
GTEX-139UW-0226-SM-5K7WU	Lung	male	train
GTEX-139YR-0926-SM-5LZYB	Lung	male	train
GTEX-13FHO-1026-SM-5KM1Q	Lung	male	train
GTEX-13FHP-0726-SM-5K7YI	Lung	male	train
GTEX-13FLV-0426-SM-5KLZA	Lung	male	train
GTEX-13FTZ-0526-SM-5IJCW	Lung	male	test
GTEX-13G51-0426-SM-5K7Z5	Lung	male	test
GTEX-13JVG-1426-SM-5MR4W	Lung	male	test
GTEX-13N1W-0726-SM-5MR57	Lung	male	test
GTEX-13N2G-0826-SM-5IJE6	Lung	male	test
GTEX-13NYB-0626-SM-5MR47	Lung	male	test
GTEX-13NYS-1626-SM-5J2MU	Lung	male	test
GTEX-13NZ9-0926-SM-5KM12	Lung	male	test
GTEX-13NZA-1426-SM-5KM4Y	Lung	male	test
GTEX-13O21-3026-SM-5J2NI	Lung	male	test
GTEX-1122O-0526-SM-5N9DM	Spleen	female	female_test
GTEX-11DXX-0726-SM-5H12X	Spleen	female	female_test
GTEX-11P81-1326-SM-5GU5S	Spleen	female	female_test
GTEX-11VI4-0126-SM-5GU6Z	Spleen	female	train
GTEX-11XUK-0426-SM-5EQML	Spleen	female	train
GTEX-1211K-0426-SM-5FQTP	Spleen	female	train
GTEX-12WSD-1726-SM-5GCN4	Spleen	female	train
GTEX-12WSG-0926-SM-5EGIH	Spleen	female	train
GTEX-12WSJ-0526-SM-5GCOZ	Spleen	female	train
GTEX-12WSK-0126-SM-5GCO7	Spleen	female	train
GTEX-131XG-0426-SM-5IFGD	Spleen	female	train
GTEX-1399S-0226-SM-5IFFG	Spleen	female	train
GTEX-13CF3-0226-SM-5J1NW	Spleen	female	train
GTEX-13FH7-1326-SM-5IFG8	Spleen	female	train
GTEX-13N11-0126-SM-5KM2Z	Spleen	female	train
GTEX-13PL7-1126-SM-5MR5O	Spleen	female	train
GTEX-13PVR-0326-SM-5RQJY	Spleen	female	train
GTEX-13U4I-1626-SM-5IFFR	Spleen	female	train
GTEX-13VXT-1326-SM-5LU3Y	Spleen	female	train
GTEX-13X6H-0726-SM-5Q5BX	Spleen	female	train
GTEX-146FR-1926-SM-5NQA6	Spleen	female	train
GTEX-147F3-0126-SM-5NQBJ	Spleen	female	train
GTEX-14BMU-0426-SM-73KYT	Spleen	female	train
GTEX-14JG6-0226-SM-6872A	Spleen	female	train
GTEX-14PJ5-0326-SM-664OD	Spleen	female	train
GTEX-14PJ6-0226-SM-6AJ9K	Spleen	female	train
GTEX-14PK6-0526-SM-69LOF	Spleen	female	train
GTEX-14PKU-0526-SM-6871A	Spleen	female	train
GTEX-14PN3-0226-SM-6871K	Spleen	female	train
GTEX-15CHC-0726-SM-6AJ9D	Spleen	female	train
GTEX-15DYW-1426-SM-6LPIW	Spleen	female	train
GTEX-15DZA-0126-SM-6PAMV	Spleen	female	train
GTEX-15ER7-1526-SM-6LLHO	Spleen	female	train
GTEX-15ETS-3126-SM-6LPKN	Spleen	female	train
GTEX-15SB6-0126-SM-6LPJR	Spleen	female	train
GTEX-15SDE-0126-SM-793BA	Spleen	female	train
GTEX-16MT8-1826-SM-7EWE8	Spleen	female	train
GTEX-16MT9-1726-SM-6M47P	Spleen	female	train
GTEX-17F98-0126-SM-7MGW3	Spleen	female	train
GTEX-1AMFI-0926-SM-731E4	Spleen	female	train
GTEX-1B97J-1926-SM-7IGQB	Spleen	female	train
GTEX-1C475-1126-SM-7MGY7	Spleen	female	train
GTEX-1F5PL-2226-SM-7MKHE	Spleen	female	train
GTEX-1GF9U-0126-SM-AHZ4G	Spleen	female	train
GTEX-1GZ4H-0126-SM-9JGGI	Spleen	female	train
GTEX-1IDJE-0126-SM-C1YQ6	Spleen	female	train
GTEX-1J8QM-0926-SM-C1YQ9	Spleen	female	train
GTEX-1K9T9-0626-SM-CXZKY	Spleen	female	train
GTEX-1LGRB-0126-SM-CNNR6	Spleen	female	train
GTEX-1LNCM-0426-SM-DHXK6	Spleen	female	train
GTEX-1LVAN-1026-SM-CNNQZ	Spleen	female	train
GTEX-1MCC2-0826-SM-EV7AM	Spleen	female	train
GTEX-1MCYP-0226-SM-EV7A3	Spleen	female	train
GTEX-1QCLZ-1026-SM-E6CR1	Spleen	female	test
GTEX-1R9JW-0126-SM-EAZ4P	Spleen	female	test
GTEX-1RNTQ-1026-SM-EV7B4	Spleen	female	test
GTEX-P4PP-0926-SM-48TBZ	Spleen	female	test
GTEX-P4QT-0926-SM-EZ6KQ	Spleen	female	test
GTEX-P78B-1226-SM-EZ6KP	Spleen	female	test
GTEX-POMQ-0126-SM-48TD6	Spleen	female	test
GTEX-PX3G-0926-SM-48U12	Spleen	female	test
GTEX-Q734-0226-SM-48U1A	Spleen	female	test
GTEX-QCQG-0226-SM-48U28	Spleen	female	test
GTEX-111CU-0426-SM-5GZY1	Spleen	male	train
GTEX-111FC-1326-SM-5N9D9	Spleen	male	train
GTEX-117YX-2126-SM-5GIEL	Spleen	male	train
GTEX-11EQ9-0426-SM-5A5JY	Spleen	male	train
GTEX-11LCK-0126-SM-5A5M5	Spleen	male	train
GTEX-11NSD-0426-SM-5N9CR	Spleen	male	train
GTEX-11P7K-0426-SM-5BC5H	Spleen	male	train
GTEX-12BJ1-0726-SM-5EGGF	Spleen	male	train
GTEX-12WSN-0126-SM-5DUX5	Spleen	male	train
GTEX-13111-0126-SM-5EGHO	Spleen	male	train
GTEX-131XE-1126-SM-5EGHW	Spleen	male	train
GTEX-132QS-0226-SM-5IFFZ	Spleen	male	train
GTEX-1399R-0226-SM-5IJGG	Spleen	male	train
GTEX-139T6-0226-SM-5IFGZ	Spleen	male	train
GTEX-139YR-0426-SM-5IFFV	Spleen	male	train
GTEX-13OVK-0426-SM-7KFT8	Spleen	male	train
GTEX-13S86-0126-SM-5S2PI	Spleen	male	train
GTEX-144GN-2126-SM-5O99D	Spleen	male	train
GTEX-145MN-0126-SM-5RQHY	Spleen	male	train
GTEX-146FQ-0626-SM-5LU9U	Spleen	male	train
GTEX-14DAR-0326-SM-5S2PS	Spleen	male	train
GTEX-14E1K-0126-SM-664NL	Spleen	male	train
GTEX-14E6E-1226-SM-5S2R5	Spleen	male	train
GTEX-14ICL-0126-SM-664NG	Spleen	male	train
GTEX-14PJ4-0526-SM-6871G	Spleen	male	train
GTEX-15CHQ-1226-SM-6ETZL	Spleen	male	train
GTEX-15F5U-0126-SM-6LPKA	Spleen	male	train
GTEX-15RIF-0526-SM-6LLI2	Spleen	male	train
GTEX-15RIG-0126-SM-6PAN4	Spleen	male	train
GTEX-15RJ7-0126-SM-6LPJN	Spleen	male	train
GTEX-15SHV-0126-SM-6LPIS	Spleen	male	train
GTEX-15UF7-1926-SM-6LPJT	Spleen	male	train
GTEX-169BO-0126-SM-79OLS	Spleen	male	train
GTEX-16XZY-0126-SM-7IGQ9	Spleen	male	train
GTEX-17F96-1426-SM-7IGQA	Spleen	male	train
GTEX-17F97-1626-SM-72D6W	Spleen	male	train
GTEX-17F9E-1126-SM-79OMO	Spleen	male	train
GTEX-17GQL-0126-SM-72D5Q	Spleen	male	train
GTEX-17HHE-0326-SM-793BH	Spleen	male	train
GTEX-18A66-1826-SM-7KFSU	Spleen	male	train
GTEX-18A67-1526-SM-7LG6F	Spleen	male	train
GTEX-1A3MV-0126-SM-731FQ	Spleen	male	train
GTEX-1AX9K-0226-SM-793CM	Spleen	male	train
GTEX-1AYD5-0226-SM-79ONV	Spleen	male	train
GTEX-1B8KZ-0226-SM-7EWF6	Spleen	male	train
GTEX-1B97I-0126-SM-731DH	Spleen	male	train
GTEX-1C4CL-0626-SM-731DM	Spleen	male	train
GTEX-1C64O-1626-SM-731EN	Spleen	male	train
GTEX-1C6VQ-2126-SM-7IGNL	Spleen	male	train
GTEX-1CB4E-0126-SM-7DHMX	Spleen	male	train
GTEX-1CB4F-0226-SM-7EPHS	Spleen	male	test
GTEX-1CB4I-1426-SM-79OLZ	Spleen	male	test
GTEX-1F5PK-0726-SM-7MGXN	Spleen	male	test
GTEX-1F75I-0226-SM-7MKHQ	Spleen	male	test
GTEX-1FIGZ-0126-SM-7MKGZ	Spleen	male	test
GTEX-1H3O1-1126-SM-9WPO9	Spleen	male	test
GTEX-1H3VY-1526-SM-9WG7S	Spleen	male	test
GTEX-1HCU7-1426-SM-CNNQK	Spleen	male	test
GTEX-1HCU9-0126-SM-9WG7M	Spleen	male	test
GTEX-1HSMQ-0126-SM-D4P2I	Spleen	male	test
GTEX-1122O-0726-SM-5GIEV	Pancreas	female	female_test
GTEX-1128S-0826-SM-5GZZI	Pancreas	female	female_test
GTEX-11DXX-0926-SM-5H112	Pancreas	female	female_test
GTEX-11GSP-0426-SM-5A5KX	Pancreas	female	train
GTEX-11I78-0626-SM-5A5LZ	Pancreas	female	train
GTEX-11VI4-0426-SM-5EGHZ	Pancreas	female	train
GTEX-11XUK-0626-SM-5N9ES	Pancreas	female	train
GTEX-1211K-1126-SM-5EGGB	Pancreas	female	train
GTEX-12WSD-1626-SM-5GCNR	Pancreas	female	train
GTEX-12WSG-1026-SM-5EGII	Pancreas	female	train
GTEX-12WSK-0226-SM-5BC62	Pancreas	female	train
GTEX-131XG-1426-SM-5GCMO	Pancreas	female	train
GTEX-132AR-1826-SM-5EGHR	Pancreas	female	train
GTEX-1399S-0326-SM-5IFFS	Pancreas	female	train
GTEX-1399U-0926-SM-5IFHA	Pancreas	female	train
GTEX-13CF3-1026-SM-5LZWY	Pancreas	female	train
GTEX-13D11-2226-SM-5IFEO	Pancreas	female	train
GTEX-13FH7-1426-SM-5IFIC	Pancreas	female	train
GTEX-13FTX-1226-SM-5IFGN	Pancreas	female	train
GTEX-13N11-0226-SM-5KM3C	Pancreas	female	train
GTEX-13OVI-0526-SM-5IFFQ	Pancreas	female	train
GTEX-13PL7-2226-SM-5L3IC	Pancreas	female	train
GTEX-13PVR-0726-SM-5S2PX	Pancreas	female	train
GTEX-13SLX-1326-SM-5S2QS	Pancreas	female	train
GTEX-13U4I-1526-SM-5IFFF	Pancreas	female	train
GTEX-13VXT-1226-SM-5LU3M	Pancreas	female	train
GTEX-13W3W-1026-SM-5IFG4	Pancreas	female	train
GTEX-13X6H-0626-SM-5LU53	Pancreas	female	train
GTEX-145ME-0326-SM-5S2QO	Pancreas	female	train
GTEX-146FR-0126-SM-5Q5F3	Pancreas	female	train
GTEX-148VI-0826-SM-5TDDI	Pancreas	female	train
GTEX-14AS3-0326-SM-5Q5DB	Pancreas	female	train
GTEX-14BMU-0726-SM-73KXS	Pancreas	female	train
GTEX-14JG6-0426-SM-68715	Pancreas	female	train
GTEX-14PHY-1126-SM-664OR	Pancreas	female	train
GTEX-14PJ6-0926-SM-686ZA	Pancreas	female	train
GTEX-14PJM-2126-SM-6AJAS	Pancreas	female	train
GTEX-14PK6-1026-SM-664NZ	Pancreas	female	train
GTEX-14PKU-0626-SM-6EU1Q	Pancreas	female	train
GTEX-14PKV-0926-SM-6AJB4	Pancreas	female	train
GTEX-14PN3-0126-SM-6AJAU	Pancreas	female	train
GTEX-15DYW-1626-SM-6LLI1	Pancreas	female	train
GTEX-15ER7-1326-SM-6LPK9	Pancreas	female	train
GTEX-15FZZ-0626-SM-7KFTO	Pancreas	female	train
GTEX-15SB6-0226-SM-6LLIA	Pancreas	female	train
GTEX-15SDE-0826-SM-6M463	Pancreas	female	train
GTEX-15UF6-1826-SM-6LLI9	Pancreas	female	train
GTEX-16MT8-1726-SM-7EWE7	Pancreas	female	train
GTEX-17F98-0426-SM-79ONZ	Pancreas	female	train
GTEX-18A7A-1726-SM-7LT93	Pancreas	female	train
GTEX-1A3MW-1926-SM-7IGM8	Pancreas	female	train
GTEX-1A8FM-1826-SM-7MGXO	Pancreas	female	train
GTEX-1AMFI-0726-SM-731D9	Pancreas	female	train
GTEX-1B932-1626-SM-731EA	Pancreas	female	test
GTEX-1B933-1726-SM-731FC	Pancreas	female	test
GTEX-1B97J-1526-SM-79ONI	Pancreas	female	test
GTEX-1CAMS-1926-SM-7DUEU	Pancreas	female	test
GTEX-1F5PL-0726-SM-7MKH8	Pancreas	female	test
GTEX-1GF9X-1126-SM-7MKHC	Pancreas	female	test
GTEX-1GN1U-1126-SM-9WPPZ	Pancreas	female	test
GTEX-1GN1W-1126-SM-9OSW3	Pancreas	female	test
GTEX-1GZ4H-0626-SM-9OSXJ	Pancreas	female	test
GTEX-1HSGN-1426-SM-A8NAA	Pancreas	female	test
GTEX-111CU-0526-SM-5EGHK	Pancreas	male	train
GTEX-111YS-1226-SM-5EGGJ	Pancreas	male	train
GTEX-117YX-0226-SM-5EGH6	Pancreas	male	train
GTEX-11EQ9-1026-SM-5H134	Pancreas	male	train
GTEX-11LCK-0226-SM-5A5M6	Pancreas	male	train
GTEX-11NSD-0526-SM-5A5LT	Pancreas	male	train
GTEX-11ONC-0526-SM-5BC57	Pancreas	male	train
GTEX-11P7K-0526-SM-5BC5I	Pancreas	male	train
GTEX-11TT1-0326-SM-5LUAY	Pancreas	male	train
GTEX-12BJ1-1126-SM-5EGGG	Pancreas	male	train
GTEX-12WSL-0426-SM-5GCNX	Pancreas	male	train
GTEX-12WSN-0826-SM-5GCOF	Pancreas	male	train
GTEX-131XE-1926-SM-5IFER	Pancreas	male	train
GTEX-131XF-1426-SM-5BC68	Pancreas	male	train
GTEX-132QS-0926-SM-5P9GB	Pancreas	male	train
GTEX-1339X-1026-SM-5IFH5	Pancreas	male	train
GTEX-1399R-0426-SM-5IJE3	Pancreas	male	train
GTEX-139YR-1526-SM-5IFJ1	Pancreas	male	train
GTEX-13FLV-0626-SM-5IFEY	Pancreas	male	train
GTEX-13FTW-0526-SM-5IFIP	Pancreas	male	train
GTEX-13O1R-1826-SM-5KM3B	Pancreas	male	train
GTEX-13O61-2126-SM-5IJEO	Pancreas	male	train
GTEX-13YAN-2126-SM-5Q5C4	Pancreas	male	train
GTEX-144FL-1526-SM-5Q5CA	Pancreas	male	train
GTEX-144GM-0726-SM-79OJQ	Pancreas	male	train
GTEX-144GN-0826-SM-5LU5G	Pancreas	male	train
GTEX-145MN-1426-SM-5SI9H	Pancreas	male	train
GTEX-145MO-2126-SM-5Q5CZ	Pancreas	male	train
GTEX-146FQ-1526-SM-5Q5CX	Pancreas	male	train
GTEX-1497J-0426-SM-5Q5CO	Pancreas	male	train
GTEX-14C39-1026-SM-73KWG	Pancreas	male	train
GTEX-14DAR-0526-SM-664MX	Pancreas	male	train
GTEX-14E6E-1426-SM-5RQI2	Pancreas	male	train
GTEX-14ICL-1126-SM-5S2RE	Pancreas	male	train
GTEX-14PHX-2026-SM-6872C	Pancreas	male	train
GTEX-14PJ2-1526-SM-686Z4	Pancreas	male	train
GTEX-14PJ3-0426-SM-6LLHF	Pancreas	male	train
GTEX-14PJ4-0726-SM-6872E	Pancreas	male	train
GTEX-14PJN-1526-SM-6AJBP	Pancreas	male	train
GTEX-14PJO-1826-SM-69LPR	Pancreas	male	train
GTEX-14PN4-1626-SM-6AJB5	Pancreas	male	train
GTEX-15CHR-2026-SM-7MXU2	Pancreas	male	train
GTEX-15EU6-1126-SM-68721	Pancreas	male	train
GTEX-15RIF-0626-SM-6LLI3	Pancreas	male	train
GTEX-15RJ7-0826-SM-6LLI8	Pancreas	male	train
GTEX-15SHV-1526-SM-6LLIB	Pancreas	male	train
GTEX-15UF7-0826-SM-6M46E	Pancreas	male	train
GTEX-15UKP-1326-SM-6LPI8	Pancreas	male	train
GTEX-16Z82-1726-SM-7MGX3	Pancreas	male	train
GTEX-178AV-0226-SM-793B7	Pancreas	male	train
GTEX-17F9E-1426-SM-793BG	Pancreas	male	test
GTEX-17HGU-2026-SM-79OKS	Pancreas	male	test
GTEX-17HHE-0526-SM-7DUGR	Pancreas	male	test
GTEX-17KNJ-1926-SM-7KFRV	Pancreas	male	test
GTEX-17MF6-1426-SM-7IGOX	Pancreas	male	test
GTEX-18A66-2126-SM-7189D	Pancreas	male	test
GTEX-18A67-1726-SM-7KFT9	Pancreas	male	test
GTEX-18A6Q-1726-SM-7LT9A	Pancreas	male	test
GTEX-18D9U-1626-SM-7KFTW	Pancreas	male	test
GTEX-1AX8Z-1726-SM-731DE	Pancreas	male	test
GTEX-1117F-0726-SM-5GIEN	Heart_Atrial_Appendage	female	female_test
GTEX-1122O-0626-SM-5N9B9	Heart_Atrial_Appendage	female	female_test
GTEX-11DXX-0526-SM-5PNVR	Heart_Atrial_Appendage	female	female_test
GTEX-11EM3-0426-SM-5N9BZ	Heart_Atrial_Appendage	female	train
GTEX-11EMC-0826-SM-59862	Heart_Atrial_Appendage	female	train
GTEX-11GSP-1226-SM-5985M	Heart_Atrial_Appendage	female	train
GTEX-11P81-0526-SM-59873	Heart_Atrial_Appendage	female	train
GTEX-11ZTT-0526-SM-5EQLA	Heart_Atrial_Appendage	female	train
GTEX-11ZVC-0526-SM-5N9G1	Heart_Atrial_Appendage	female	train
GTEX-1211K-0226-SM-59HJY	Heart_Atrial_Appendage	female	train
GTEX-12WSD-1226-SM-5HL9Q	Heart_Atrial_Appendage	female	train
GTEX-12WSG-1226-SM-5EQ4C	Heart_Atrial_Appendage	female	train
GTEX-12WSK-0526-SM-5CVNA	Heart_Atrial_Appendage	female	train
GTEX-12ZZX-0726-SM-5EGKA	Heart_Atrial_Appendage	female	train
GTEX-1313W-1126-SM-5EQ5U	Heart_Atrial_Appendage	female	train
GTEX-131XG-0526-SM-5DUWF	Heart_Atrial_Appendage	female	train
GTEX-131YS-0826-SM-5PNYV	Heart_Atrial_Appendage	female	train
GTEX-132AR-1926-SM-5EGK5	Heart_Atrial_Appendage	female	train
GTEX-1399S-0826-SM-5KM23	Heart_Atrial_Appendage	female	train
GTEX-1399U-0726-SM-5KM1D	Heart_Atrial_Appendage	female	train
GTEX-13D11-1526-SM-5J2NA	Heart_Atrial_Appendage	female	train
GTEX-13FH7-0826-SM-5J2NW	Heart_Atrial_Appendage	female	train
GTEX-13JUV-0226-SM-5IJCC	Heart_Atrial_Appendage	female	train
GTEX-13N11-0726-SM-5L3DP	Heart_Atrial_Appendage	female	train
GTEX-13O3O-1426-SM-5KM2S	Heart_Atrial_Appendage	female	train
GTEX-13OVI-0326-SM-5K7X1	Heart_Atrial_Appendage	female	train
GTEX-13PL6-0826-SM-5IJBI	Heart_Atrial_Appendage	female	train
GTEX-13PL7-0726-SM-5KM1S	Heart_Atrial_Appendage	female	train
GTEX-13PVR-0926-SM-5S2RB	Heart_Atrial_Appendage	female	train
GTEX-13QBU-0226-SM-5LU48	Heart_Atrial_Appendage	female	train
GTEX-13SLX-0926-SM-5S2NM	Heart_Atrial_Appendage	female	train
GTEX-13U4I-0626-SM-5LU5L	Heart_Atrial_Appendage	female	train
GTEX-13VXT-0726-SM-5SIAD	Heart_Atrial_Appendage	female	train
GTEX-13W3W-0526-SM-5LU3X	Heart_Atrial_Appendage	female	train
GTEX-13X6K-1726-SM-7IGLG	Heart_Atrial_Appendage	female	train
GTEX-145LS-1326-SM-5Q5EP	Heart_Atrial_Appendage	female	train
GTEX-146FH-1126-SM-5NQAT	Heart_Atrial_Appendage	female	train
GTEX-146FR-0926-SM-5QGPE	Heart_Atrial_Appendage	female	train
GTEX-14A5I-1026-SM-5Q5E3	Heart_Atrial_Appendage	female	train
GTEX-14BIM-2726-SM-5Q5EG	Heart_Atrial_Appendage	female	train
GTEX-14BIN-2126-SM-793AX	Heart_Atrial_Appendage	female	train
GTEX-14DAQ-1026-SM-793B1	Heart_Atrial_Appendage	female	train
GTEX-14H4A-0426-SM-5ZZWO	Heart_Atrial_Appendage	female	train
GTEX-14PHY-0326-SM-62LE3	Heart_Atrial_Appendage	female	train
GTEX-14PJ6-0626-SM-686Z6	Heart_Atrial_Appendage	female	train
GTEX-14PJM-0826-SM-6LLIW	Heart_Atrial_Appendage	female	train
GTEX-14PK6-0726-SM-6LLIX	Heart_Atrial_Appendage	female	train
GTEX-14PN3-0726-SM-6EU14	Heart_Atrial_Appendage	female	train
GTEX-14XAO-0926-SM-69LPZ	Heart_Atrial_Appendage	female	train
GTEX-15CHC-0326-SM-5ZZVP	Heart_Atrial_Appendage	female	train
GTEX-15ER7-0826-SM-6PALW	Heart_Atrial_Appendage	female	train
GTEX-15SDE-1826-SM-7KUFN	Heart_Atrial_Appendage	female	train
GTEX-15SHU-0926-SM-6PAMK	Heart_Atrial_Appendage	female	train
GTEX-16MT8-0826-SM-7KULO	Heart_Atrial_Appendage	female	test
